ski_resort_name,city,country,longitude,latitude,rating,elevation_info,total_slopes,blue_slopes,red_slopes,black_slopes,total_lifts,total_big_gondolas,total_gondolas,total_chairlifts,total_t_bars,total_moving_carpets
Ski resort Gaugen – Greifenburg,Gnoppnitz,Austria,13.1860578,46.7619001,2.2 out of 5 stars,1713 m - 2000 m (Difference 287 m),2.0,0.0,2.0,0.0,1.0,0,0,0,1,0
Ski resort Wysoki Wierch – Bukowina Tatrzańska,Bukowina Tatrzańska,Poland,20.1072586,49.3423002,2.2 out of 5 stars,930 m - 990 m (Difference 60 m),2.0,2.0,0.0,0.0,4.0,0,0,0,4,0
Ski resort Tindaöxl – Ólafsfjörður,Ólafsfjörður,Iceland,-18.6474965,66.071806,2.2 out of 5 stars,30 m - 190 m (Difference 160 m),1.3,0.8,0.3,0.2,1.0,0,0,0,1,0
Ski resort Ulovka – Jamnik,Jamnik,Slovenia,14.2069839,46.2704848,2.2 out of 5 stars,642 m - 799 m (Difference 157 m),1.8,0.8,0.6,0.4,1.0,0,0,0,1,0
Ski resort Passo Godi – Scanno,Scanno,Italy,13.880213,41.9038608,2.2 out of 5 stars,1630 m - 1780 m (Difference 150 m),2.2,2.2,0.0,0.0,4.0,0,0,0,1,0
Ski resort Kush-Tau,Shikhany (Шиханы),Volga Federal District,47.198475,52.114838,2.2 out of 5 stars,185 m - 370 m (Difference 185 m),2.8,1.2,1.6,0.0,3.0,0,0,0,1,0
Ski resort La Poya – Vallorcine,Vallorcine,France,6.9324887,46.0340383,2.2 out of 5 stars,1350 m - 1550 m (Difference 200 m),2.0,1.0,1.0,0.0,4.0,0,0,0,2,0
Ski resort Zlaim – Grundlsee,Zlaim,Austria,13.8317557,47.6142639,2.2 out of 5 stars,770 m - 896 m (Difference 126 m),2.0,2.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Samoty,Železná Ruda,Czech Republic,13.2350287,49.1374249,2.2 out of 5 stars,780 m - 900 m (Difference 120 m),2.4,2.4,0.0,0.0,3.0,0,0,0,2,0
Ski resort Hartenrod,Hartenrod,Germany,8.457385392324888,50.7543616,2.2 out of 5 stars,370 m - 496 m (Difference 126 m),2.1,1.2,0.9,0.0,2.0,0,0,0,1,0
Ski resort Schneeberglifte – Waldau (Titisee-Neustadt),Waldau,Germany,9.3184366,52.0226781,2.2 out of 5 stars,940 m - 1060 m (Difference 120 m),2.5,2.5,0.0,0.0,3.0,0,0,0,2,0
Ski resort Vångabacken,Villands Vånga,Sweden,14.3737102,56.1823728,2.2 out of 5 stars,30 m - 162 m (Difference 132 m),1.3,0.5,0.7,0.1,3.0,0,0,0,2,0
Ski resort Gullingen,Sand,Norway,6.2508666,59.4840165,2.2 out of 5 stars,644 m - 781 m (Difference 137 m),2.2,1.4,0.8,0.0,2.0,0,0,0,1,0
Ski resort Fahrenberg – Vohenstrauß,Oberbernrieth,Germany,12.3671989,49.6754155,2.2 out of 5 stars,667 m - 786 m (Difference 119 m),2.0,2.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Zvičina,Třebihošť,Czech Republic,15.7096892,50.4332882,2.2 out of 5 stars,500 m - 710 m (Difference 210 m),2.2,1.5,0.7,0.0,2.0,0,0,0,1,0
Ski resort Serena,Espoo,Finland,24.6568435,60.2047672,2.2 out of 5 stars,45 m - 96 m (Difference 51 m),1.5,0.7,0.3,0.5,6.0,0,0,0,5,0
Ski resort Le Reposoir/​Châlet Neuf,Le Reposoir,France,6.5348232,46.0114414,2.2 out of 5 stars,1300 m - 1600 m (Difference 300 m),2.0,2.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Linden – Schindelberg,Linden,Switzerland,7.6771267,46.8484982,2.2 out of 5 stars,920 m - 1088 m (Difference 168 m),2.2,2.2,0.0,0.0,3.0,0,0,0,2,0
Ski resort Nagelköpfl – Piesendorf,Walchen,Austria,12.6910631,47.2892441,2.2 out of 5 stars,785 m - 900 m (Difference 115 m),2.0,0.5,1.5,0.0,3.0,0,0,0,1,0
Ski resort Faltschen – Reichenbach,Reichenbach im Kandertal,Switzerland,7.6908247,46.623593,2.2 out of 5 stars,1032 m - 1359 m (Difference 327 m),2.2,2.2,0.0,0.0,2.0,0,0,0,1,0
Ski resort Les Moussières,,France,7.1001141,49.1367475,2.2 out of 5 stars,1150 m - 1313 m (Difference 163 m),2.0,2.0,0.0,0.0,3.0,0,0,0,2,0
Ski resort Uzana (Узана),Zeleno darvo (Зелено дърво),Bulgaria,25.26836,42.79512,2.2 out of 5 stars,1220 m - 1350 m (Difference 130 m),3.0,1.9,1.1,0.0,10.0,0,0,0,1,0
Ski resort Mraznica – Hnilčík,Hnilčík,Slovakia,20.5738559,48.8571549,2.2 out of 5 stars,705 m - 1035 m (Difference 330 m),1.8,0.2,1.1,0.5,4.0,0,0,0,3,0
Ski resort Olympus – Vryssopoules,Vryssopoules (Βρυσοπούλες),Greece,,,2.2 out of 5 stars,1900 m - 2380 m (Difference 480 m),2.0,2.0,0.0,0.0,3.0,0,0,0,2,0
Ski resort Nekrasovo,Nekrasovo (Некрасово),Central Russia,37.088347156887295,54.8094475,2.2 out of 5 stars,185 m - 220 m (Difference 35 m),2.8,2.1,0.7,0.0,4.0,0,0,0,3,0
Ski resort Schloppach bei Waldsassen,Waldsassen,Germany,12.3041123,50.0053222,2.2 out of 5 stars,450 m - 510 m (Difference 60 m),2.0,1.0,1.0,0.0,2.0,0,0,0,1,0
Ski resort Wujskie,Wujskie,Poland,22.2932323,49.5551392,2.2 out of 5 stars,417 m - 499 m (Difference 82 m),2.6,2.1,0.5,0.0,2.0,0,0,0,1,0
Ski resort Foxrock (Lis'ya Gora) – Balashikha,Balashikha (Балашиха),Central Russia,37.9373707,55.7997662,2.2 out of 5 stars,130 m - 220 m (Difference 90 m),1.5,0.3,0.8,0.4,6.0,0,0,0,5,0
Ski resort Annaberg – Andělská Hora,Andělská Hora,Czech Republic,17.3890959,50.0608138,2.2 out of 5 stars,700 m - 861 m (Difference 161 m),1.5,0.9,0.6,0.0,2.0,0,0,0,2,0
Ski resort Pichl (Gsies),Unterplanken (Planca di Sotto),Italy,12.1926464,46.7719158,2.2 out of 5 stars,1229 m - 1397 m (Difference 168 m),1.2,0.8,0.0,0.4,1.0,0,0,0,1,0
Ski resort Sellinghausen (Schmallenberg),Sellinghausen,Germany,8.2656438,51.2132216,2.2 out of 5 stars,450 m - 580 m (Difference 130 m),1.6,0.6,1.0,0.0,1.0,0,0,0,1,0
Ski resort Lekotinmäki,Savonranta,Finland,29.2083888,62.1728682,2.2 out of 5 stars,97 m - 143 m (Difference 46 m),1.5,1.0,0.5,0.0,2.0,0,0,0,2,0
Ski resort Mezivodí,Bílá,Czech Republic,15.0354133,50.66483,2.2 out of 5 stars,613 m - 712 m (Difference 99 m),1.8,1.2,0.6,0.0,4.0,0,0,0,3,0
Ski resort Vegglifjell,Veggli,Norway,9.1546845,60.0422735,2.2 out of 5 stars,966 m - 1111 m (Difference 145 m),1.7,0.9,0.8,0.0,1.0,0,0,0,1,0
Ski resort Grünberg – Obsteig,Obsteig,Austria,10.9257745,47.2986159,2.2 out of 5 stars,1030 m - 1102 m (Difference 72 m),1.3,1.0,0.3,0.0,5.0,0,0,0,1,4
Ski resort Reicheltberg – Kurort Seiffen,Kurort Seiffen,Germany,13.4480621,50.6478991,2.2 out of 5 stars,640 m - 740 m (Difference 100 m),1.8,1.2,0.6,0.0,1.0,0,0,0,1,0
Ski resort Szus – Koniaków,Koniaków,Poland,18.94434,49.55227,2.2 out of 5 stars,640 m - 720 m (Difference 80 m),1.2,0.7,0.5,0.0,1.0,0,0,0,1,0
Ski resort Hedebacken,Hudiksvall,Sweden,17.105575,61.7281607,2.2 out of 5 stars,27 m - 77 m (Difference 50 m),1.1,0.8,0.3,0.0,1.0,0,0,0,1,0
Ski resort Arłamów,Ustrzyki Dolne,Poland,22.5877003,49.4301874,2.2 out of 5 stars,515 m - 580 m (Difference 65 m),1.6,1.1,0.5,0.0,2.0,0,0,0,2,0
Ski resort Schlossberg – Albstadt-Tailfingen,Tailfingen,Germany,9.0156432,48.255536,2.2 out of 5 stars,810 m - 935 m (Difference 125 m),1.3,0.8,0.5,0.0,1.0,0,0,0,1,0
Ski resort Kalnica (PL),Kalnica,Poland,22.91819,52.7428445,2.2 out of 5 stars,600 m - 702 m (Difference 102 m),1.8,1.0,0.8,0.0,1.0,0,0,0,1,0
Ski resort Mustavaara,,Finland,26.6045947,63.4744799,2.2 out of 5 stars,110 m - 200 m (Difference 90 m),1.8,0.8,1.0,0.0,3.0,0,0,0,3,0
Ski resort Ryssbergsbacken,Nyköping,Sweden,17.0120656,58.7545409,2.2 out of 5 stars,4 m - 55 m (Difference 51 m),1.0,0.7,0.3,0.0,1.0,0,0,0,1,0
Ski resort Måttsundsbacken,Måttsund,Sweden,21.9025362,65.5441633,2.2 out of 5 stars,20 m - 145 m (Difference 125 m),1.6,0.6,1.0,0.0,3.0,0,0,0,3,0
Ski resort Mössebergsbacken – Falköping,Falköping,Sweden,13.5542412,58.1695083,2.2 out of 5 stars,240 m - 310 m (Difference 70 m),1.2,0.6,0.6,0.0,4.0,0,0,0,4,0
Ski resort Marikollen – Fjerdingby,Fjerdingby,Norway,11.0738113,59.921804,2.2 out of 5 stars,193 m - 341 m (Difference 148 m),1.6,1.1,0.5,0.0,3.0,0,0,0,3,0
Ski resort Brotjacklriegel – Langfurth,Langfurth,Germany,10.4532124,49.0990227,2.2 out of 5 stars,790 m - 954 m (Difference 164 m),2.2,1.2,1.0,0.0,5.0,0,0,0,2,0
Ski resort Lyngseidet,Lyngseidet,Norway,20.2190704,69.5762575,2.2 out of 5 stars,76 m - 215 m (Difference 139 m),1.2,0.6,0.6,0.0,1.0,0,0,0,1,0
Ski resort Hlubočky,Hlubočky,Czech Republic,17.4024155,49.6280891,2.2 out of 5 stars,284 m - 374 m (Difference 90 m),1.7,0.7,1.0,0.0,3.0,0,0,0,3,0
Ski resort Skarmoen,Bodø,Norway,13.915441997137794,67.3094783,2.2 out of 5 stars,110 m - 342 m (Difference 232 m),1.0,0.3,0.7,0.0,1.0,0,0,0,1,0
Ski resort Vaňkův Kopec,Zátiší,Czech Republic,15.0656552,49.2834794,2.2 out of 5 stars,317 m - 400 m (Difference 83 m),1.9,0.8,1.1,0.0,4.0,0,0,0,3,0
Ski resort Vogelskopf (Baiersbronn),Baiersbronn,Germany,8.3720124,48.5069519,2.2 out of 5 stars,880 m - 980 m (Difference 100 m),1.5,0.0,0.9,0.6,1.0,0,0,0,1,0
Ski resort Grevenstein – Ostenberg,Grevenstein,Germany,11.0763423,53.9290887,2.2 out of 5 stars,462 m - 557 m (Difference 95 m),1.2,0.7,0.5,0.0,1.0,0,0,0,1,0
Ski resort Nagyvillám Sípálya – Visegrád,Visegrád,Hungary,18.9703373,47.7845811,2.2 out of 5 stars,240 m - 360 m (Difference 120 m),3.0,2.0,1.0,0.0,9.0,0,0,0,2,0
Ski resort Klutmarksbacken,Klutmark,Sweden,20.7165935,64.7295208,2.2 out of 5 stars,56 m - 166 m (Difference 110 m),1.4,1.0,0.4,0.0,2.0,0,0,0,2,0
Ski resort Sedloňov,Sedloňov,Czech Republic,16.3154831,50.338304,2.2 out of 5 stars,650 m - 704 m (Difference 54 m),1.0,0.7,0.3,0.0,2.0,0,0,0,2,0
Ski resort Lopušná dolina – Svit,Svit,Slovakia,20.1965291,49.0582357,2.2 out of 5 stars,777 m - 916 m (Difference 139 m),1.8,0.4,1.4,0.0,4.0,0,0,0,4,0
Ski resort Lierne,Lierne,Norway,13.59973671660904,64.42101065,2.2 out of 5 stars,446 m - 584 m (Difference 138 m),1.6,0.8,0.8,0.0,1.0,0,0,0,1,0
Ski resort Åsbacken – Örnsköldsvik,Örnsköldsvik,Sweden,18.7160209,63.2888613,2.2 out of 5 stars,27 m - 135 m (Difference 108 m),1.9,0.8,1.1,0.0,2.0,0,0,0,2,0
Ski resort Friherrenberg – Einsiedeln,Einsiedeln,Switzerland,8.7500299,47.1286095,2.2 out of 5 stars,918 m - 1113 m (Difference 195 m),2.0,2.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Peuramaa,Helsinki,Finland,24.9427473,60.1674881,2.2 out of 5 stars,20 m - 75 m (Difference 55 m),1.3,0.7,0.6,0.0,3.0,0,0,0,3,0
Ski resort Geising,Geising,Germany,13.7938278,50.7564882,2.2 out of 5 stars,610 m - 720 m (Difference 110 m),2.0,2.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Celjska koča,Celje,Slovenia,15.2616828,46.2293889,2.2 out of 5 stars,650 m - 834 m (Difference 184 m),1.0,0.6,0.4,0.0,2.0,0,0,0,2,0
Ski resort Žiarce – Pavčina Lehota,Pavčina Lehota,Slovakia,19.556284657299106,49.0206202,2.2 out of 5 stars,760 m - 907 m (Difference 147 m),1.8,1.0,0.6,0.2,4.0,0,0,0,2,0
Ski resort Mielakka,,Finland,26.6045947,63.4744799,2.2 out of 5 stars,65 m - 99 m (Difference 34 m),1.4,0.9,0.5,0.0,3.0,0,0,0,3,0
Ski resort Brunni – Alpthal,Brunni,Switzerland,7.9308267,46.7202348,2.2 out of 5 stars,1100 m - 1200 m (Difference 100 m),1.3,1.1,0.2,0.0,1.0,0,0,0,1,0
Ski resort Pirstingerkogellift Sommeralm,Sommeralm,Austria,15.5519843,47.344348,2.2 out of 5 stars,1290 m - 1375 m (Difference 85 m),1.5,0.5,1.0,0.0,2.0,0,0,0,1,1
Ski resort Kurtyayevo – Olimp,Severodvinsk (Северодви́нск),Northwest Russia,,,2.2 out of 5 stars,35 m - 86 m (Difference 51 m),1.2,0.4,0.8,0.0,1.0,0,0,0,1,0
Ski resort Wengen (Weitnau),Wengen (Weitnau),Germany,10.1482133,47.6776211,2.2 out of 5 stars,800 m - 896 m (Difference 96 m),1.4,0.6,0.8,0.0,1.0,0,0,0,1,0
Ski resort Mickelbacken,Gällö,Sweden,15.2494293,62.9183798,2.2 out of 5 stars,296 m - 421 m (Difference 125 m),1.5,0.5,1.0,0.0,2.0,0,0,0,2,0
Ski resort Zschorlau,Zschorlau,Germany,12.6478096,50.5652662,2.2 out of 5 stars,584 m - 654 m (Difference 70 m),1.0,0.7,0.3,0.0,1.0,0,0,0,1,0
Ski resort Petersbründl – St. Michael im Lungau,Sankt Michael im Lungau,Austria,13.6099103445197,47.1154536,2.2 out of 5 stars,1050 m - 1240 m (Difference 190 m),1.0,0.5,0.5,0.0,1.0,0,0,0,1,0
Ski resort Malskaya Dolina – Rogovo,Rogovo (Рогово),Northwest Russia,,,2.2 out of 5 stars,47 m - 113 m (Difference 66 m),1.6,0.7,0.6,0.3,2.0,0,0,0,1,0
Ski resort Ski-Blanc – Ostrý Grúň,Ostrý Grúň,Slovakia,18.6616795,48.5655352,2.2 out of 5 stars,431 m - 556 m (Difference 125 m),1.9,1.1,0.8,0.0,3.0,0,0,0,3,0
Ski resort Raupennesthang – Altenberg,Altenberg,Germany,13.7523234,50.766598,2.2 out of 5 stars,740 m - 826 m (Difference 86 m),2.0,2.0,0.0,0.0,3.0,0,0,0,1,1
Ski resort Schießberg – Crottendorf,Crottendorf,Germany,12.947132,50.5169333,2.2 out of 5 stars,669 m - 764 m (Difference 95 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Le Schlumpf – Dolleren,Dolleren,France,6.9328128,47.8052045,2.2 out of 5 stars,675 m - 1012 m (Difference 337 m),1.8,0.5,1.3,0.0,2.0,0,0,0,2,0
Ski resort Brennberglift – Etzelwang,Etzelwang,Germany,11.5859234,49.5264164,2.2 out of 5 stars,427 m - 600 m (Difference 173 m),1.3,0.8,0.5,0.0,1.0,0,0,0,1,0
Ski resort Böttingen,Böttingen,Germany,8.8065173,48.1014239,2.2 out of 5 stars,903 m - 966 m (Difference 63 m),1.0,0.4,0.6,0.0,1.0,0,0,0,1,0
Ski resort Bollekollen – Bollebygd,Bollebygd,Sweden,12.6,57.75,2.2 out of 5 stars,68 m - 160 m (Difference 92 m),1.6,0.9,0.7,0.0,2.0,0,0,0,2,0
Ski resort Le Grand Plan – Col du Barioz,Allevard-les-Bains,France,6.0744406,45.3934726,2.2 out of 5 stars,1365 m - 1700 m (Difference 335 m),1.3,0.8,0.0,0.5,3.0,0,0,0,2,0
Ski resort Kandelblick,Vöhrenbach,Germany,8.3039184,48.0458156,2.2 out of 5 stars,850 m - 1000 m (Difference 150 m),1.3,0.7,0.6,0.0,1.0,0,0,0,1,0
Ski resort Hiittenharju,Harjavalta,Finland,22.1357413,61.3125216,2.2 out of 5 stars,37 m - 72 m (Difference 35 m),1.0,0.8,0.2,0.0,2.0,0,0,0,2,0
Ski resort Roggenboden,Oberau,Austria,12.0526292,47.4441615,2.2 out of 5 stars,955 m - 1000 m (Difference 45 m),1.2,0.6,0.6,0.0,2.0,0,0,0,2,0
Ski resort Kálnica (SK),Kálnica,Slovakia,17.920261493138344,48.76345065,2.2 out of 5 stars,250 m - 350 m (Difference 100 m),1.3,0.8,0.5,0.0,1.0,0,0,0,1,0
Ski resort Podbanské,Podbanské,Slovakia,19.9019197,49.1435076,2.2 out of 5 stars,950 m - 1050 m (Difference 100 m),1.3,1.2,0.1,0.0,3.0,0,0,0,3,0
Ski resort Kamenec – Teplice nad Metují,Teplice nad Metují,Czech Republic,16.1707745,50.5939134,2.2 out of 5 stars,500 m - 602 m (Difference 102 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Nods,Nods,Switzerland,7.0818275,47.1130122,2.2 out of 5 stars,950 m - 1025 m (Difference 75 m),2.0,1.2,0.8,0.0,3.0,0,0,0,1,0
Ski resort Sundsvall – Sidsjöbacken,Sidsjö,Sweden,17.2728015,62.3787166,2.2 out of 5 stars,70 m - 167 m (Difference 97 m),1.8,1.3,0.5,0.0,2.0,0,0,0,2,0
Ski resort Les Égaux,Saint-Pierre-de-Chartreuse,France,5.8146864,45.3422689,2.2 out of 5 stars,951 m - 1080 m (Difference 129 m),1.5,1.0,0.5,0.0,4.0,0,0,0,4,0
Ski resort Cisowa,Cisowa,Poland,19.5654021,51.4423143,2.2 out of 5 stars,350 m - 410 m (Difference 60 m),1.2,0.7,0.5,0.0,1.0,0,0,0,1,0
Ski resort Lindbäcksstadion,Bergsviken,Sweden,17.9326632,62.9127492,2.2 out of 5 stars,11 m - 118 m (Difference 107 m),1.8,1.3,0.5,0.0,2.0,0,0,0,2,0
Ski resort Vurmovka,Vítkovice v Krkonoších,Czech Republic,15.54185305343493,50.71685555,2.2 out of 5 stars,750 m - 850 m (Difference 100 m),1.8,0.6,1.2,0.0,1.0,0,0,0,1,0
Ski resort Ekebyhovsbacken – Ekerö,Ekerö,Sweden,17.813072,59.2904595,2.2 out of 5 stars,3 m - 87 m (Difference 84 m),1.2,0.9,0.3,0.0,2.0,0,0,0,2,0
Ski resort Nollen – Unterägeri,Unterägeri,Switzerland,8.584483,47.1374124,2.2 out of 5 stars,765 m - 1046 m (Difference 281 m),2.0,2.0,0.0,0.0,2.0,0,0,0,1,0
Ski resort Latbergsbacken – Kramfors,Kramfors,Sweden,17.666667,62.916667,2.2 out of 5 stars,35 m - 160 m (Difference 125 m),1.7,1.2,0.5,0.0,2.0,0,0,0,2,0
Ski resort Heiti – Gsteig bei Gstaad,Gsteig bei Gstaad,Switzerland,7.2673253,46.3855821,2.2 out of 5 stars,1227 m - 1370 m (Difference 143 m),1.3,0.7,0.6,0.0,1.0,0,0,0,1,0
Ski resort Puyvalador Rieutord,Station de Puyvalador,France,2.0805624,42.6507071,2.2 out of 5 stars,1711 m - 1829 m (Difference 118 m),1.2,1.0,0.2,0.0,3.0,0,0,0,3,0
Ski resort Jimramov,Nový Jimramov,Czech Republic,16.18721,49.6346223,2.2 out of 5 stars,538 m - 633 m (Difference 95 m),1.2,0.8,0.4,0.0,2.0,0,0,0,2,0
Ski resort Wurmsteinlift – Flossenbürg,Flossenbürg,Germany,12.3498211,49.7329883,2.2 out of 5 stars,607 m - 723 m (Difference 116 m),1.2,0.7,0.5,0.0,1.0,0,0,0,1,0
Ski resort Am Richtergrund (Massive Snowpark) – Hermsdorf,Hermsdorf/Erzgebirge,Germany,13.6311967,50.7612626,2.2 out of 5 stars,666 m - 777 m (Difference 111 m),1.4,0.9,0.5,0.0,1.0,0,0,0,1,0
Ski resort Smučišče Kotlje,Kotlje,Slovenia,14.9855784,46.5194249,2.2 out of 5 stars,495 m - 558 m (Difference 63 m),1.0,0.7,0.3,0.0,2.0,0,0,0,2,0
Ski resort Schönfeld – Thomatal,Thomatal,Austria,13.7489653,47.0710961,2.2 out of 5 stars,1740 m - 2100 m (Difference 360 m),1.8,1.0,0.8,0.0,2.0,0,0,0,1,0
Ski resort Alšovka – Měděnec,Měděnec,Czech Republic,13.1147075,50.4211822,2.2 out of 5 stars,675 m - 771 m (Difference 96 m),1.4,0.6,0.8,0.0,2.0,0,0,0,2,0
Ski resort Toplița,Toplița,Romania,25.352455,46.9241232,2.2 out of 5 stars,751 m - 868 m (Difference 117 m),1.7,1.2,0.5,0.0,2.0,0,0,0,2,0
Ski resort Chiapili di Sotto – Ceresole Reale,Ceresole Reale,Italy,7.232401,45.4324775,2.2 out of 5 stars,1673 m - 1747 m (Difference 74 m),1.0,0.7,0.3,0.0,1.0,0,0,0,1,0
Ski resort Enzklösterle,Enzklösterle,Germany,8.473117,48.6687987,2.2 out of 5 stars,650 m - 880 m (Difference 230 m),1.6,0.4,1.2,0.0,2.0,0,0,0,2,0
Ski resort Modum – Vikersund,Vikersund,Norway,9.9982696,59.969149,2.2 out of 5 stars,112 m - 278 m (Difference 166 m),1.6,0.8,0.8,0.0,1.0,0,0,0,1,0
Ski resort Bärenstein,Bärenstein,Germany,13.0282091,50.498968,2.2 out of 5 stars,760 m - 840 m (Difference 80 m),1.4,1.1,0.3,0.0,1.0,0,0,0,1,0
Ski resort Lammertallift,Lammertal,Austria,13.3674749,47.4969526,2.2 out of 5 stars,980 m - 1100 m (Difference 120 m),1.4,0.7,0.7,0.0,1.0,0,0,0,1,0
Ski resort Schwarzer Mann – Prüm,Auw bei Prüm,Germany,6.3379836,50.3004145,2.2 out of 5 stars,610 m - 697 m (Difference 87 m),1.6,0.9,0.7,0.0,2.0,0,0,0,2,0
Ski resort Junsele,Junsele,Sweden,16.8828773,63.6970646,2.2 out of 5 stars,220 m - 312 m (Difference 92 m),1.5,1.0,0.5,0.0,1.0,0,0,0,1,0
Ski resort Horní Údolí,Horní Údolí,Czech Republic,17.3497694,50.2176229,2.2 out of 5 stars,626 m - 767 m (Difference 141 m),1.3,0.8,0.5,0.0,2.0,0,0,0,2,0
Ski resort Kladky,Kladky,Czech Republic,16.8420507,49.6501563,2.2 out of 5 stars,484 m - 595 m (Difference 111 m),1.3,1.0,0.3,0.0,3.0,0,0,0,2,0
Ski resort St. Hemma – Edelschrott,Sankt Hemma,Austria,15.0728568,47.0752887,2.2 out of 5 stars,1007 m - 1135 m (Difference 128 m),1.8,0.9,0.9,0.0,1.0,0,0,0,1,0
Ski resort Kvisthamrabacken – Norrtälje,Norrtälje,Sweden,18.7,59.766667,2.2 out of 5 stars,2 m - 57 m (Difference 55 m),1.0,0.7,0.3,0.0,1.0,0,0,0,1,0
Ski resort Búřov,Valašská Bystřice,Czech Republic,18.1101768,49.4146817,2.2 out of 5 stars,496 m - 608 m (Difference 112 m),1.1,0.6,0.5,0.0,1.0,0,0,0,1,0
Ski resort Stenkällegården,Granvik,Sweden,24.1199419,65.8466108,2.2 out of 5 stars,110 m - 180 m (Difference 70 m),1.5,1.2,0.3,0.0,3.0,0,0,0,3,0
Ski resort Schafmatt – Oltingen,Oltingen,Switzerland,7.93486,47.4323333,2.2 out of 5 stars,730 m - 857 m (Difference 127 m),1.0,0.6,0.4,0.0,1.0,0,0,0,1,0
Ski resort Svedjebacken,Kälarne,Sweden,16.0858247,62.9792215,2.2 out of 5 stars,276 m - 374 m (Difference 98 m),1.5,1.0,0.5,0.0,1.0,0,0,0,1,0
Ski resort Høgevarde,Gulsvik,Norway,9.6090272,60.3825901,2.2 out of 5 stars,797 m - 980 m (Difference 183 m),1.9,0.8,1.1,0.0,4.0,0,0,0,3,0
Ski resort Menthières,Menthières,France,5.8470816,46.1753629,2.2 out of 5 stars,1070 m - 1181 m (Difference 111 m),1.4,1.0,0.4,0.0,3.0,0,0,0,2,0
Ski resort Middagsberget,Vännäs,Sweden,19.666667,63.95,2.2 out of 5 stars,86 m - 198 m (Difference 112 m),1.7,1.1,0.6,0.0,2.0,0,0,0,2,0
Ski resort Kniplia – Gjerdrum,Gjerdrum,Norway,11.020612257865926,60.0787767,2.2 out of 5 stars,226 m - 308 m (Difference 82 m),1.1,0.7,0.4,0.0,1.0,0,0,0,1,0
Ski resort Machůzky,Velké Karlovice,Czech Republic,18.2835533,49.3606361,2.2 out of 5 stars,534 m - 736 m (Difference 202 m),1.5,0.4,1.1,0.0,2.0,0,0,0,2,0
Ski resort Jahodna,Košice-Sever,Slovakia,21.2485258,48.7384853,2.2 out of 5 stars,570 m - 710 m (Difference 140 m),1.4,0.3,1.1,0.0,7.0,0,0,0,6,0
Ski resort Persåsbacken,Persåsen,Sweden,14.3132222,62.9062336,2.2 out of 5 stars,370 m - 535 m (Difference 165 m),1.8,1.6,0.2,0.0,1.0,0,0,0,1,0
Ski resort Kalte Herberge – Urach,Urach,Germany,8.2494009,48.0054454,2.2 out of 5 stars,1000 m - 1080 m (Difference 80 m),1.5,1.0,0.5,0.0,3.0,0,0,0,1,2
Ski resort Forsteralm,Gaflenz,Austria,14.7240481,47.8949595,2.2 out of 5 stars,680 m - 825 m (Difference 145 m),2.8,2.8,0.0,0.0,3.0,0,0,0,2,0
Ski resort Bergbrunnenlift – Gersbach,Gersbach,Germany,10.8099473,49.2240293,2.2 out of 5 stars,829 m - 945 m (Difference 116 m),1.2,0.8,0.4,0.0,1.0,0,0,0,1,0
Ski resort Potoczki – Ząb,Ząb,Poland,19.9481892,49.3361203,2.2 out of 5 stars,919 m - 968 m (Difference 49 m),1.0,0.8,0.2,0.0,3.0,0,0,0,2,0
Ski resort Ski TaJa – Tatranská Javorina,Tatranská Javorina,Slovakia,20.1431909,49.2676281,2.2 out of 5 stars,1025 m - 1150 m (Difference 125 m),1.4,1.0,0.4,0.0,3.0,0,0,0,3,0
Ski resort Mechka,Novodvinsk (Новодвинск),Northwest Russia,,,2.2 out of 5 stars,9 m - 31 m (Difference 22 m),1.2,0.7,0.5,0.0,3.0,0,0,0,3,0
Ski resort Annaberg – Suchá Rudná,Světlá Hora,Czech Republic,17.4008804,50.0455667,2.2 out of 5 stars,700 m - 761 m (Difference 61 m),1.5,1.1,0.4,0.0,3.0,0,0,0,3,0
Ski resort Stepanovo,,Central Russia,,,,190 m - 230 m (Difference 40 m),4.0,0.4,3.6,0.0,0.0,0,0,0,0,0
Ski resort Skalanka – Zwardoń,Zwardoń,Poland,18.97742,49.5043198,2.2 out of 5 stars,705 m - 852 m (Difference 147 m),1.1,0.8,0.3,0.0,2.0,0,0,0,2,0
Ski resort Muflon,Rybnica Leśna,Poland,16.281102,50.705571,2.2 out of 5 stars,790 m - 850 m (Difference 60 m),1.0,0.7,0.3,0.0,2.0,0,0,0,2,0
Ski resort Nový Hrádek,Nový Hrádek,Czech Republic,16.2443734,50.3572774,2.2 out of 5 stars,499 m - 580 m (Difference 81 m),1.1,0.7,0.4,0.0,1.0,0,0,0,1,0
Ski resort Tseleevo,Dedenevo (Деденево),Central Russia,37.520368,56.242253,2.2 out of 5 stars,155 m - 220 m (Difference 65 m),1.8,0.7,1.1,0.0,3.0,0,0,0,3,0
